location,Field_Date,Satellite_Date,Days Gaps,Satellite,Sensor,Scene_Cloud_Pct,Buffer_m,Water_Mask,valid_pixels,Target Variable(Chlorophyll-a),mean_B2,mean_B3,mean_B4,mean_B5,mean_B6,mean_B7,mean_B8,mean_B8A,mean_B11,mean_B12,med_B2,med_B3,med_B4,med_B5,med_B6,med_B7,med_B8,med_B8A,med_B11,med_B12,sd_B2,sd_B3,sd_B4,sd_B8,mean_NDCI,med_NDCI,mean_MNDWI,med_MNDWI
5,08/07/2025,08/08/2025,-1,Sentinel-2C,Sentinel-2,20.273164,30,SCL_class6_OR_MNDWI_gt_0,30,7.486919,0.033674207128824,0.0562677378613528,0.0298686500140331,0.0371079287117597,0.0256731686780802,0.0267707690148751,0.0244631349985966,0.0232768734212742,0.0129108756665731,0.00728238843671063,0.0336,0.0562,0.0299,0.037,0.0257,0.0268,0.0244,0.0233,0.013,0.007,0.00101381567467794,0.000661681360037957,0.000512607712258285,0.000774919350642368,0.108077359112904,0.1071953010279,0.626835977122785,0.629101276397705
6,08/07/2025,08/08/2025,-1,Sentinel-2C,Sentinel-2,20.273164,30,SCL_class6_OR_MNDWI_gt_0,27,7.09363,0.0312455362156092,0.0538608085345311,0.0270938658057271,0.0365313166760247,0.0255944693992139,0.0266862577203817,0.0244473469960696,0.0240791409320606,0.0105993823694553,0.00658961257720381,0.0314,0.054,0.0272,0.0365,0.0256,0.0266,0.0243,0.0236,0.0106,0.0064,0.00105398844034133,0.000942124965863193,0.000406733449282792,0.000479053708281638,0.148333006787483,0.147492104685666,0.671276629222102,0.671779155731201
7,08/07/2025,08/08/2025,-1,Sentinel-2C,Sentinel-2,20.273164,30,SCL_class6_OR_MNDWI_gt_0,26,10.693737,0.0953032500752332,0.102319530544688,0.0733152121576888,0.0839092235931387,0.0818099307854348,0.0821499999999999,0.119084667469154,0.0774270990069214,0.0745765874210051,0.0457773698465242,0.0862,0.0982,0.0716,0.0765,0.0706,0.075,0.1056,0.0655,0.0595,0.0387,0.028858431233427,0.0236258574247211,0.0219735387529055,0.0476504723459578,0.0744139153192712,0.0711479703186381,0.167980663445271,0.153627306222915
8,08/07/2025,08/08/2025,-1,Sentinel-2C,Sentinel-2,20.273164,30,SCL_class6_OR_MNDWI_gt_0,28,9.423111,0.0371792754844145,0.0562575400168492,0.0319537629879247,0.042812945801741,0.0312572872788542,0.0329905223251895,0.0302573574838528,0.0287470373490592,0.0162399887672002,0.00871394271272114,0.0371,0.0561,0.032,0.0423,0.031,0.0326,0.0298,0.0285,0.0166,0.0086,0.00145389606764377,0.00130444686846687,0.00101299591030046,0.00128378327212819,0.145303108129709,0.146341463414634,0.552566813337973,0.552278816699981
9,08/07/2025,08/08/2025,-1,Sentinel-2C,Sentinel-2,20.273164,30,SCL_class6_OR_MNDWI_gt_0,26,11.540821,0.104240853658536,0.117411722560975,0.096535,0.121825594512195,0.153890899390243,0.165867347560975,0.166147728658536,0.171545426829268,0.122237865853658,0.0948206859756097,0.105,0.118,0.0964,0.1106,0.154,0.1699,0.1625,0.1828,0.1216,0.1003,0.0273962831668997,0.0224529965976263,0.0209682529824515,0.042012372085899,0.121512591025444,0.130792996910401,-0.0336434453723461,-0.0141784818843007
10,08/07/2025,08/08/2025,-1,Sentinel-2C,Sentinel-2,20.273164,30,SCL_class6_OR_MNDWI_gt_0,29,11.359303,0.0310526005060444,0.0388359291537812,0.0253007590666291,0.033469679505201,0.033567683441102,0.0358890778746134,0.0342177677818386,0.0360771014900196,0.0228039359010402,0.0179175991003654,0.0306,0.0388,0.0248,0.0331,0.0328,0.035,0.0341,0.0351,0.021,0.0162,0.00241709134267994,0.00255578893395172,0.00160867889904657,0.00215192859329249,0.139052881908327,0.14074074074074,0.262879044268911,0.269784182310104
11,08/07/2025,08/08/2025,-1,Sentinel-2C,Sentinel-2,20.273164,30,SCL_class6_OR_MNDWI_gt_0,31,18.710782,0.0371564948743154,0.0488305855919112,0.03302314281702,0.0460205869962084,0.033663038899031,0.0350139587136638,0.0325382390113748,0.0300681505406544,0.0157642606375509,0.00883506529981744,0.0371,0.049,0.0331,0.0462,0.0335,0.0351,0.0325,0.0298,0.0155,0.0089,0.000856656618439082,0.000747886373091761,0.000544693443076454,0.0010929534969585,0.164441708756434,0.166882276843467,0.511914469196025,0.511040985584259
1,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,26,5.974269,0.0310215408363738,0.0354436149312377,0.0242414818972775,0.0288036345776031,0.0243917204602862,0.0254738142015155,0.0268427448779118,0.023437103564412,0.0150011928150435,0.00924785293292169,0.0312,0.0352,0.0241,0.0288,0.024,0.0253,0.0266,0.0234,0.0148,0.009,0.00111387829320402,0.00104145579719696,0.000467604369262929,0.00060384615384613,0.0859692280135682,0.0827067669172932,0.40533022756092,0.406060606241226
2,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,29,5.006173,0.030450947368421,0.0355559578947368,0.0243120842105263,0.0279943298245614,0.0219352842105263,0.0220650245614035,0.0220601403508771,0.0192557754385964,0.012343298245614,0.00839962105263158,0.0304,0.0357,0.0244,0.028,0.0219,0.0221,0.0222,0.019,0.0123,0.0086,0.00103174349972628,0.000688291755741701,0.000575645220373103,0.000200889816049501,0.0704688354584851,0.0734463276836158,0.48467457593533,0.484536081552505
3,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,29,5.066679,0.0272408140350877,0.0335832561403508,0.0221258245614035,0.0270821052631579,0.021370049122807,0.021966049122807,0.0216586105263157,0.0187526596491228,0.0104963228070175,0.00640259649122807,0.0274,0.0334,0.0221,0.027,0.0214,0.0219,0.0217,0.0188,0.0105,0.0062,0.000880249667318003,0.000643008683043036,0.000555161704758565,0.000275775848594743,0.100790075944907,0.0985915492957746,0.523684216582984,0.523595511913299
4,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,26,6.760847,0.0507489597975822,0.0586741495642395,0.0469074922687658,0.0579459235310654,0.0640150548214787,0.0672845094180489,0.0717111892043857,0.0697874894574079,0.0476983834692156,0.0287659263424233,0.0504,0.0584,0.0471,0.0587,0.0649,0.069,0.0714,0.0708,0.0491,0.0289,0.00234291390412227,0.0030197990645957,0.00312546327926908,0.0050561828692305,0.105441823546376,0.105641025641025,0.104690170099098,0.104390241205692
5,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,30,10.149183,0.134376199831602,0.130410216110019,0.11050319955094,0.133897417906258,0.16885373280943,0.180457409486387,0.222111872017962,0.190401880437833,0.156484212742071,0.109504967723828,0.1344,0.1338,0.1084,0.1293,0.1692,0.1753,0.2244,0.1893,0.1523,0.107,0.0110897430087446,0.0150334279376182,0.0143677915259559,0.0230284548620467,0.0977907430733701,0.0911546252532073,-0.0927505939825114,-0.0836601331830024
6,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,27,4.764149,0.0602049971925884,0.0679472627737226,0.0550485261089275,0.0680909882088714,0.079875589556429,0.0842407495788882,0.100045957327344,0.086241268950028,0.05933439079169,0.0324819483436271,0.0594,0.0679,0.0544,0.0659,0.0772,0.0824,0.0992,0.0827,0.0562,0.0305,0.00453080297331384,0.00440891353039725,0.00467430004736392,0.0105713773560682,0.106195293022362,0.105382865807429,0.0701398457296439,0.0623655915260314
7,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,27,6.518823,0.0349340070175438,0.0453471298245614,0.0300610105263158,0.0402352701754386,0.0275579649122807,0.0278867228070175,0.0275427789473684,0.0244169263157894,0.0138448561403508,0.00902112280701754,0.0346,0.0456,0.03,0.0399,0.0276,0.0278,0.0269,0.0245,0.0139,0.009,0.0011848842210458,0.00149243175312055,0.000881216891506747,0.0017273480073644,0.144823900288751,0.14446002805049,0.53192688696008,0.533333361148834
8,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,28,12.206387,0.0267612608817747,0.0285944818871103,0.0193441168211176,0.0243704156135916,0.0233960825610783,0.0241450856500982,0.0244582701488345,0.0229445099691097,0.0149660067396798,0.00902044369559113,0.0269,0.0284,0.0194,0.0245,0.0233,0.0239,0.0246,0.0228,0.0152,0.0089,0.00108897536562528,0.000933667335766489,0.000641904055390234,0.000327385281356982,0.115193902763922,0.113636363636363,0.312714595798527,0.316037744283676
10,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,29,16.199783,0.0913092634242338,0.10321869552994,0.08794630306438,0.117031599662637,0.149382667978633,0.161372870396401,0.166791594039921,0.170969637334832,0.136425583356761,0.0910950098397525,0.0916,0.1032,0.0868,0.1167,0.1455,0.1588,0.166,0.1685,0.1359,0.0911,0.00412639772017505,0.0036712560907931,0.00330004503986865,0.00817470359308036,0.141955498227317,0.140711066599899,-0.138438465961301,-0.136762857437133
11,08/27/2025,08/28/2025,-1,Sentinel-2C,Sentinel-2,49.455678,30,SCL_class6_OR_MNDWI_gt_0,31,19.467107,0.0393090155876983,0.0539295885409352,0.0366764218508636,0.0507866732200533,0.0345168515657913,0.0354421148715068,0.0345384075270327,0.0306644431961803,0.0194779104058418,0.0125737958151944,0.0395,0.0542,0.0368,0.0508,0.0344,0.035,0.0343,0.0309,0.0196,0.0123,0.00148284677136459,0.00125308360549993,0.00115247550597968,0.00209629771261037,0.161414811421777,0.162222222222222,0.469466061291442,0.474719107151031
1,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,26,18.28724,0.0359427168116755,0.0557776592758911,0.0310807605950042,0.0399186921133876,0.0320208672467022,0.0333883805781644,0.0286343390401347,0.0304543222003929,0.0131962531574515,0.0073894611282627,0.0358,0.0556,0.031,0.04,0.0319,0.0332,0.0286,0.0301,0.0132,0.0072,0.000976286891581487,0.00129734024680377,0.000613036385108719,0.000458725401610519,0.124483101864534,0.123595505617977,0.617321269543292,0.617647051811218
2,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,29,7.819702,0.0380040280701754,0.0575068350877193,0.0323295999999999,0.040941796491228,0.0316391578947368,0.0316166175438596,0.0272848140350877,0.027494947368421,0.0105640140350877,0.00616159999999999,0.0382,0.0576,0.0324,0.041,0.0316,0.0316,0.0273,0.0272,0.0105,0.0059,0.000870961036573527,0.00102488652543093,0.000759529236512937,0.000532219903948748,0.117620088774702,0.11716621253406,0.689599344671818,0.688622772693634
3,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,29,7.063377,0.0337828771929824,0.0554747508771929,0.0296106947368421,0.0381844912280701,0.026556898245614,0.0282507649122807,0.0241502877192982,0.0237684350877193,0.00865591578947368,0.00606005614035087,0.034,0.0556,0.0297,0.0384,0.0264,0.028,0.0242,0.0237,0.0086,0.0057,0.00126787809479394,0.00098310338780125,0.000828548291354103,0.0000724958484178281,0.126587643555701,0.125748502994012,0.730039012490657,0.730886876583099
4,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,26,9.634882,0.0328412566769749,0.0552054118639302,0.029466896260894,0.0372802923812201,0.0247266516727579,0.0268695529940961,0.0224230390778746,0.0221464295754849,0.00804689344953613,0.004483398931684,0.0328,0.0552,0.0294,0.0373,0.0247,0.027,0.0224,0.0221,0.008,0.0045,0.00107568610278089,0.000978194206344607,0.000794926590336313,0.00043434300518587,0.117177391049708,0.118440779610194,0.745504739891454,0.745222926139831
5,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,30,12.962712,0.0333234914397979,0.0474305500982318,0.0292397979230985,0.0368419590232949,0.0279623070446253,0.0280035644120123,0.0242158574235195,0.0238388015717092,0.0094763962952568,0.0055053185517822,0.0333,0.0476,0.0293,0.0367,0.028,0.028,0.0241,0.0235,0.0094,0.0055,0.000994032192637573,0.000650333247906968,0.000675244811572462,0.000536459587377516,0.115122900970448,0.114074074074074,0.667008443592038,0.666666686534881
6,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,27,4.219595,0.0331995508141493,0.0556106400898371,0.0289781723750701,0.0375153284671532,0.0267322711959573,0.0288976417742841,0.0250559938236945,0.0248524705221785,0.0098591521617069,0.00542288040426726,0.0332,0.0556,0.029,0.0376,0.0267,0.0289,0.0251,0.025,0.0097,0.0054,0.00108488808978268,0.00122384852519517,0.00076224345793402,0.000602668960992263,0.128488850955512,0.129909365558912,0.698801781524104,0.698056817054748
7,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,27,10.814749,0.0854192982456141,0.101524898245614,0.0828906666666667,0.105286119298245,0.12267925614035,0.132802147368421,0.119785740350877,0.139769543859649,0.106150498245614,0.0729172631578947,0.086,0.1022,0.0814,0.1013,0.1193,0.1258,0.1192,0.1312,0.1015,0.0698,0.00607789852499273,0.00670069095386914,0.00775069535355681,0.00991299323323899,0.119032522151391,0.117499999999999,-0.0190738972290174,-0.03125
8,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,28,12.871953,0.0335958017410839,0.0491406767761864,0.0289447767481044,0.0400019938219601,0.0321433305251333,0.035016849199663,0.0309879528222409,0.0314355377702892,0.0128612889637742,0.00635989890480202,0.0335,0.0492,0.0289,0.04,0.0317,0.0354,0.031,0.0315,0.0128,0.0063,0.00115075396756969,0.000866047495987579,0.000520730942315809,0.000405368942559225,0.160407956463533,0.162043795620437,0.585058622072667,0.583999991416931
9,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,29,8.424762,0.0667303426003931,0.0835619629317607,0.0659912664981746,0.0860912103341758,0.100989792193204,0.108911359168772,0.0981711036225779,0.11404549283909,0.0857331227183375,0.054810446503791,0.0674,0.0843,0.0661,0.0854,0.0986,0.1074,0.0998,0.1132,0.0837,0.0535,0.00485159546921517,0.00396948227559597,0.00362871032799143,0.00797281349672168,0.132033719993273,0.128987517337031,-0.0119917624157572,-0.0116279069334268
10,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,29,24.126069,0.0314320494798987,0.0446518554962046,0.0281101349451785,0.0406402024177677,0.0334373770030924,0.0356278043294911,0.0285160669103176,0.0322272982850716,0.015118569018836,0.00872777621591228,0.0312,0.0446,0.0281,0.0404,0.0337,0.0354,0.0289,0.0316,0.0156,0.0089,0.00106106087401213,0.00117638273435717,0.00087544111524109,0.00134253562429349,0.182296418789736,0.18051575931232,0.494337756558519,0.496644288301467
11,09/19/2025,09/19/2025,0,Sentinel-2A,Sentinel-2,2.178195,30,SCL_class6_OR_MNDWI_gt_0,31,14.929157,0.0314925431821373,0.046835907878107,0.0282008425782895,0.0380978795113046,0.0277026260356691,0.0297440106726583,0.0259748209521134,0.0268424519028226,0.0138992557225108,0.00802359219210785,0.0315,0.0466,0.0283,0.0383,0.0275,0.0298,0.0259,0.0267,0.014,0.008,0.00107694600380393,0.00103708548631846,0.000746967507898728,0.00090517071707811,0.149316290710568,0.14630467571644,0.542399479312987,0.538704574108123
1,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,26,4.13,0.0412499859668818,0.0451523294976143,0.0326791608195341,0.0329179062587707,0.02169664608476,0.0232911872017962,0.0218557114790906,0.0199558939096267,0.0182916923940499,0.0152933062026382,0.0415,0.0455,0.0328,0.0335,0.0217,0.0239,0.0226,0.02,0.0185,0.0154,0.00158297618727109,0.00150030075880308,0.00206664121636044,0.00186211052875539,0.00406061282027591,0.00431654676258995,0.424315783027648,0.42047244310379
2,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,28,4.64,0.119122684642438,0.111950395662368,0.0844366354044548,0.0825395222743258,0.071332048651817,0.0626987397420867,0.149792467760844,0.0507791324736224,0.0747312719812426,0.0365183030480656,0.118,0.1044,0.0687,0.0705,0.0618,0.064,0.1548,0.0488,0.0662,0.0361,0.0345622803716681,0.0342533262201331,0.0306712578593294,0.0585697133895207,-0.00915252886804555,0.0030534351145039,0.203069477321253,0.174556210637092
3,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,29,4.3,0.0436886035087719,0.0531310596491228,0.0355117052631578,0.0349143719298245,0.0224701192982456,0.0218633543859649,0.022072996491228,0.0179471578947368,0.0146685192982456,0.0127169403508771,0.0426,0.0518,0.0341,0.0341,0.0236,0.0215,0.0202,0.0183,0.0144,0.0122,0.00346762502378633,0.00324019787713601,0.0034943031605576,0.00390062649317248,-0.00754131426626332,-0.00409276944065477,0.571085467493325,0.572700321674346
4,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,26,4.51,0.044219482710149,0.052150196795052,0.0351061428169806,0.0352715490581951,0.0232782541467528,0.0231440399212819,0.0221417767781838,0.0184968793927467,0.0136273685690188,0.0116053134664042,0.044,0.0522,0.0348,0.0351,0.0232,0.0229,0.022,0.0183,0.0133,0.0114,0.001301978467178,0.00132346260031671,0.00113807165881239,0.00114051919039894,0.00246308281853465,0.00282485875706212,0.585618882592152,0.589424550533294
5,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,30,5.8,0.0512353073252876,0.0654895172607353,0.0435656749929834,0.0420769997193376,0.0264083356721863,0.0249691271400505,0.0261481897277575,0.0209752876789222,0.0183363878753859,0.015530213303396,0.0516,0.0656,0.044,0.0426,0.0266,0.0254,0.0264,0.0213,0.0183,0.0157,0.00221461057524819,0.00215253081020664,0.00226378493285503,0.00210933375474078,-0.0174592286585355,-0.0161662817551963,0.563210545732437,0.569620251655578
6,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,27,5.34,0.0387349522740033,0.0495451151038742,0.0319447641774284,0.0306548287478944,0.0178025828186412,0.0185971364402021,0.0172563447501403,0.0145306007860752,0.0100688798427849,0.00804439921392476,0.0389,0.0495,0.0322,0.0306,0.0179,0.0186,0.0172,0.0143,0.0104,0.0082,0.00143091479368153,0.00148698975986907,0.00130407191769822,0.000870646134407059,-0.0204973347165069,-0.0215384615384615,0.662583449201795,0.658692181110382
7,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,27,7.93,0.0485671438596491,0.0561390456140351,0.0408547368421052,0.0402960421052631,0.0261202666666666,0.0264207298245614,0.0240828912280701,0.021244449122807,0.0208079298245614,0.018783747368421,0.0483,0.056,0.041,0.0397,0.026,0.0265,0.0237,0.021,0.0205,0.0192,0.00288414615437239,0.00307013134038097,0.00287556757682531,0.00230507283359446,-0.00658837651003448,-0.0068493150684931,0.459186167336347,0.459602653980255
8,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,28,8.41,0.0545449311991014,0.0617904802021904,0.043471047458579,0.0440236169615276,0.0278607694467846,0.0296774220724515,0.0323373069362538,0.0239363661892726,0.0243056444818871,0.0197631564167368,0.0534,0.0615,0.0433,0.0441,0.0282,0.0305,0.0297,0.0234,0.0242,0.0199,0.00458635259242462,0.00250970310871207,0.00161584943226641,0.00781981066110371,0.00653938898705032,0.00923787528868362,0.436042794582717,0.432768374681472
9,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,29,6.91,0.0499654310586913,0.0642227745015445,0.0479583122718337,0.0497026116259477,0.0250825610783487,0.0256057848918843,0.0236772254984554,0.0185187026116259,0.0149621173827576,0.0126031732659365,0.0497,0.0642,0.048,0.0502,0.0243,0.0255,0.0235,0.0184,0.0143,0.0127,0.00169900299504445,0.00160174548072337,0.00155283485152171,0.00128763441167173,0.0177313348285532,0.0163220892274211,0.622718196267058,0.628088414669036
10,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,29,9.01,0.0463940118077031,0.0584534298566207,0.0435426201855496,0.0455589822884453,0.0236961906100646,0.0236856199044138,0.0232692156311498,0.0181521225752038,0.0138707899915659,0.0119605144784931,0.0462,0.0588,0.0438,0.0463,0.0237,0.024,0.0234,0.0185,0.0136,0.0119,0.00180009908565978,0.0019760516247762,0.0014151045221324,0.00146807484735346,0.0223369340107434,0.0262008733624454,0.616614048773229,0.619921386241912
11,04/23/2024,04/20/2024,3,Sentinel-2B,Sentinel-2,16.398731,30,SCL_class6_OR_MNDWI_gt_0,31,9.9,0.0319829799185507,0.0339306277208257,0.0226654823760707,0.0240498665917708,0.0135477039741609,0.0143468613958713,0.0152839348406122,0.0112337593034686,0.00796258952394326,0.00625660721808734,0.032,0.033,0.0218,0.0231,0.0128,0.0136,0.0149,0.0112,0.0082,0.0062,0.00413838909577289,0.00600743729135585,0.00422413165531278,0.00226869846297848,0.0288558943900435,0.0271739130434782,0.618101153509651,0.619223654270172
1,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,18,2.42,0.0543498230436492,0.0774515336217066,0.0563048171451042,0.063565847424302,0.0866195831694848,0.0945607353519465,0.0769404246952418,0.0919766810853322,0.0688146677152969,0.0446187573731812,0.0484,0.0766,0.0587,0.0677,0.1028,0.1001,0.0724,0.0927,0.0795,0.0461,0.011935810833241,0.0178898032892593,0.0193437200706802,0.0414352168011466,0.052714526974098,0.0525615435795076,-0.000410068910093218,0.0101010100916028
2,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,29,2.73,0.0396804350877192,0.0536282385964912,0.0264225684210526,0.0223989333333333,0.0136817824561403,0.0153937263157894,0.0136187087719298,0.0134043649122807,0.00937181754385965,0.00669016140350877,0.0396,0.0537,0.0264,0.0223,0.0135,0.0159,0.0136,0.0132,0.0094,0.0066,0.00149710779435498,0.00100068941752476,0.00067789981336153,0.000938716709472102,-0.0822910028921992,-0.0806451612903225,0.702513950105298,0.702660381793975
3,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,29,2.62,0.0342974877192982,0.0488441403508771,0.0225068350877193,0.0190901052631578,0.0141101192982456,0.0147851789473684,0.0137910315789473,0.0127889824561403,0.00727504561403508,0.00547935438596491,0.0346,0.0488,0.0225,0.0189,0.0141,0.0146,0.0137,0.0127,0.0069,0.0057,0.00122202342874602,0.000544609297169618,0.000540511054246153,0.000488999074768874,-0.0823775891564387,-0.0891566265060241,0.741224026521047,0.750452101230621
4,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,26,2.65,0.034690047793084,0.0479228422828226,0.0230998594321057,0.0199068597132414,0.0143677677818386,0.0156682878830475,0.0151008574641551,0.0136663761596851,0.00769239527691875,0.00638678661793646,0.03445,0.048,0.0229,0.0199,0.0143,0.0157,0.0151,0.0136,0.0078,0.0064,0.00161644653740368,0.0013324855539477,0.00125398772206927,0.000680671440173167,-0.073877150110887,-0.0730593607305935,0.723551624178852,0.718918919563293
5,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,30,3.78,0.0358991439797923,0.0549871175975301,0.0272491018804378,0.0234897417906258,0.0113273365141734,0.0123801010384507,0.0113766348582655,0.0107693236037047,0.00823356721863598,0.00570319955094022,0.036,0.0549,0.0274,0.0234,0.0114,0.0125,0.0113,0.0108,0.0083,0.0056,0.00103270948910544,0.00109249968217512,0.000896716231591512,0.000698323388950717,-0.0740409062246353,-0.0732673267326733,0.739473612454711,0.737439215183258
6,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,27,2.44,0.0332087310499719,0.0486407916900617,0.0226137282425603,0.0200608506457046,0.0154709292532285,0.0181802217855137,0.0162457888826501,0.016131035934868,0.00822215047725996,0.00535836608646827,0.0331,0.0486,0.0223,0.02,0.0154,0.018,0.0161,0.0156,0.008,0.0053,0.000928692164176453,0.000946222001867348,0.000893199424887822,0.000389928064837197,-0.0597411771537795,-0.057471264367816,0.711026171564319,0.722522497177124
