location,Field_Date,Satellite_Date,Days Gaps,Satellite,Sensor,Scene_Cloud_Pct,Buffer_m,Water_Mask,valid_pixels,Target Variable(Chlorophyll-a),mean_B2,mean_B3,mean_B4,mean_B5,mean_B6,mean_B7,mean_B8,mean_B8A,mean_B11,mean_B12,med_B2,med_B3,med_B4,med_B5,med_B6,med_B7,med_B8,med_B8A,med_B11,med_B12,sd_B2,sd_B3,sd_B4,sd_B8,mean_NDCI,med_NDCI,mean_MNDWI,med_MNDWI
7,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,27,2.11,0.0328919859649123,0.0446013894736842,0.0224861192982456,0.0182901754385965,0.00965587368421053,0.0110827649122807,0.010079045614035,0.0101967017543859,0.00811879298245614,0.00554129122807017,0.0328,0.0448,0.0228,0.0184,0.01,0.0112,0.0098,0.0104,0.0081,0.0056,0.00141043533930666,0.000858093078364587,0.000835051726218149,0.000893322277432967,-0.102661663564602,-0.108958837772397,0.692087542759745,0.694656491279602
8,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,28,2.22,0.0309575821398483,0.0432322521763549,0.0217055742768885,0.0186591406908171,0.0118348216793035,0.0153047739399045,0.0123930637461387,0.0119697276046054,0.00955593934288121,0.00520140409997191,0.031,0.0434,0.0215,0.0184,0.012,0.0152,0.0121,0.0119,0.0095,0.0052,0.00105182057909716,0.00143265042662144,0.00123674605975779,0.00117210346412434,-0.0748123478259881,-0.0751173708920187,0.638186031841086,0.641851127147674
9,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,29,3.91,0.0300761303004773,0.0418105588317888,0.0216318449873631,0.0187554900308902,0.0109572311148553,0.0115695731536085,0.0122803004773939,0.0108047598989048,0.00910999719180005,0.0059543246279135,0.0302,0.0416,0.0217,0.0187,0.0105,0.0119,0.0123,0.0105,0.0094,0.0058,0.000973562539863204,0.000675422094653579,0.000685574132101259,0.00129679014682366,-0.0711334209230914,-0.0689655172413793,0.642397182865177,0.636726558208465
10,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,29,8.01,0.0301075906662918,0.0394384172055102,0.0217475681754287,0.0199200590385156,0.0100514197357323,0.012709924093337,0.0121208883890919,0.0108633820635366,0.0101933089682316,0.00750944616249648,0.0304,0.0394,0.0217,0.0201,0.0093,0.0125,0.012,0.0115,0.0104,0.0076,0.00128264738116136,0.000996855937339686,0.000658954600317535,0.000756878878122161,-0.0442904441963897,-0.0464547677261614,0.589463830178528,0.581673324108123
11,05/21/2024,05/20/2024,1,Sentinel-2B,Sentinel-2,20.741975,30,SCL_class6_OR_MNDWI_gt_0,31,16.28,0.0282906614239573,0.0380014042971492,0.0220329588540935,0.0213491644431961,0.0125636006178907,0.0147735570846791,0.0134595421991293,0.014385297008847,0.010743547254599,0.00660198005898048,0.0283,0.0381,0.0222,0.0214,0.0125,0.0144,0.0131,0.0142,0.0108,0.0065,0.000875816847796674,0.0007504698493587,0.000732549323913834,0.00126612800493075,-0.0156408361881811,-0.0135746606334841,0.559731154047761,0.560975611209869
2,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,29,11.52,0.0406750596491228,0.0796578947368421,0.0423732912280701,0.0517047298245614,0.0230998736842105,0.0256012771929824,0.0178385403508771,0.0233830175438596,0.0223583438596491,0.0191139649122807,0.0404,0.0796,0.0416,0.0509,0.023,0.0233,0.0169,0.021,0.021,0.0175,0.00191617434956516,0.00154526625545219,0.00229912354701157,0.00388636752720073,0.0984609321707564,0.0964125560538116,0.56884533402376,0.588638603687286
3,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,29,13.45,0.0404993824561403,0.0795040842105263,0.0422497543859649,0.0509787087719298,0.0232106807017543,0.0245345263157894,0.0205971228070175,0.0195384842105263,0.0168980350877193,0.0151747789473684,0.04,0.0802,0.0414,0.0495,0.022,0.025,0.0217,0.0192,0.0169,0.0151,0.00284745333368517,0.00328951058743948,0.00293831954691958,0.00257584591233449,0.0940716633596737,0.0933609958506224,0.64932896677653,0.648283064365387
4,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,26,14.74,0.032848791116109,0.0699422125386561,0.0344626932808546,0.0430120607253303,0.0171324992971605,0.0161734607815574,0.0148592634242339,0.0119495361259488,0.00866955299409615,0.00770404835535563,0.0329,0.0702,0.0345,0.0433,0.0177,0.0162,0.015,0.012,0.0085,0.0077,0.0014131462233331,0.00109437101980746,0.00123297878586414,0.00113212895746524,0.110491709933303,0.111111111111111,0.779821053444752,0.785000026226043
5,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,30,16.69,0.0329742632612966,0.0631148891383665,0.034347530171204,0.0467798203760875,0.0157160959865282,0.013630129104687,0.0134031293853494,0.0091201234914398,0.00955585181027224,0.00822674712321078,0.0327,0.0631,0.0343,0.0468,0.0157,0.0136,0.0134,0.0093,0.0093,0.0083,0.00117549516753081,0.00110264832713499,0.000876127844552537,0.000592696287223776,0.153226989231425,0.154589371980676,0.736996651858451,0.738028168678283
6,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,27,13.55,0.0287773862998315,0.066063166760247,0.0299203958450308,0.0393058253790005,0.015345381807973,0.0151777091521617,0.0134524705221785,0.0107789865244244,0.00849104435710275,0.00518169567658618,0.0288,0.0661,0.0296,0.0394,0.0149,0.0151,0.0128,0.0108,0.0081,0.0052,0.0013813970781484,0.00108678304812419,0.000927421015164765,0.00145127539576349,0.135405145639908,0.133928571428571,0.772987641105486,0.778385758399963
7,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,27,12.34,0.0331886596491228,0.0633776140350877,0.0339189333333333,0.0459399298245614,0.0161001684210526,0.0148118596491228,0.0115885754385964,0.0112808140350877,0.0112059508771929,0.00962275087719298,0.0332,0.063,0.0337,0.0459,0.0161,0.0147,0.0113,0.0118,0.0112,0.0098,0.00168984703165653,0.00137913115528748,0.00134544906858626,0.00103827967877544,0.150673667958783,0.150310559006211,0.699807009839175,0.698113203048706
8,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,28,19.36,0.0090989750070205,0.0121849059253018,0.00650814377983712,0.00770574276888514,0.000738781241224375,0.00185050547598989,0.000745482912332838,0.000345155855096883,0.00531833754563325,0.0037828699803426,0.0093,0.0123,0.0064,0.0077,0.0008,0.0019,0.0007,0.0001,0.0053,0.0038,0.000921033968661624,0.000961716153126111,0.000681759428513722,0.000374876705569575,0.0849431684700566,0.0921985815602836,0.391349305491606,0.411764711141586
9,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,29,16.16,0.0320878404942431,0.0548287278854254,0.0340835439483291,0.046438149396237,0.0188262707104745,0.0185899606852007,0.0170238837405223,0.0139676074136478,0.0134082139848357,0.0114762566694748,0.0318,0.0548,0.0339,0.0465,0.0188,0.0183,0.0171,0.0139,0.0129,0.0115,0.00181252085969384,0.00158434673537146,0.00160062413510429,0.000971630890511384,0.153665780896098,0.15605493133583,0.60786413653484,0.606707334518432
10,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,29,18.89,0.0626022490863086,0.0848360978352544,0.0671591790834973,0.0810811498453753,0.0505283947146471,0.0501445178521225,0.046658546527973,0.0459428591509699,0.042353668822041,0.0368230671914534,0.0639,0.0869,0.0688,0.0786,0.0474,0.0475,0.0476,0.0472,0.0413,0.035,0.0123087693379937,0.0125983550253997,0.0121414268085135,0.0116522032537144,0.0959379621923455,0.0937746256895193,0.338815205597227,0.332770258188247
11,06/28/2024,06/24/2024,4,Sentinel-2A,Sentinel-2,21.972352,30,SCL_class6_OR_MNDWI_gt_0,31,21.9,0.0575889060525207,0.0765806487852829,0.0595036933015026,0.0765576323550063,0.0436559752843701,0.0441934419323128,0.0437849178486167,0.0366005617188597,0.0340425080747086,0.029268880775172,0.058,0.0772,0.06,0.0765,0.0442,0.0447,0.0449,0.0365,0.0345,0.0293,0.00367974176807396,0.00309105654965048,0.00289526507137196,0.00306229800879869,0.125485670906749,0.122884473877851,0.385679378032081,0.383378028869628
1,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,26,11.59,0.0273321498737019,0.0401728599494807,0.0218433483019927,0.0259065815324165,0.0152408925063149,0.0170222705585181,0.0149253438113948,0.0132840724108897,0.0055603003087286,0.00381660117878192,0.0273,0.0403,0.0219,0.0257,0.015,0.0172,0.015,0.0132,0.0052,0.0038,0.000803247845058789,0.000644698452514144,0.000666761581014718,0.000679377107678668,0.0852064883875536,0.0843881856540084,0.757668917630115,0.769230782985687
2,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,29,9.78,0.0265233684210526,0.0387217543859649,0.0210402245614035,0.0250328280701754,0.0135774315789473,0.0148353263157894,0.0117714947368421,0.00947087719298245,0.00351454035087719,0.00176314385964912,0.0265,0.0388,0.021,0.0252,0.0137,0.0146,0.0117,0.0096,0.0035,0.0019,0.00066253575498612,0.00088821053518592,0.000579823254056912,0.000437156523910148,0.0866962573710792,0.0842332613390928,0.833784487414778,0.834123194217681
3,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,29,10.12,0.0273527157894736,0.0405398175438596,0.0217207578947368,0.0263466105263157,0.0153763508771929,0.0167647438596491,0.0138962807017543,0.0119139368421052,0.00369519999999999,0.00245068070175438,0.0275,0.0404,0.0218,0.0263,0.0155,0.0168,0.0138,0.012,0.0037,0.0025,0.000859942204180505,0.00051013509203833,0.000489266480014576,0.000318102280158643,0.0963494986923047,0.0935550935550935,0.832906294981638,0.832199573516845
4,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,26,12.76,0.0264022771998875,0.0395205791397244,0.0205558897947708,0.0257299269046949,0.0146121731796457,0.0153319510823727,0.0132377846499859,0.0108378408771436,0.00316868147315153,0.00201997469777902,0.0264,0.0396,0.0204,0.0257,0.0145,0.0153,0.0132,0.0108,0.0032,0.002,0.000884816030756533,0.000701108589618675,0.00062323122495871,0.00048112294680339,0.1119785991823,0.111587982832618,0.851590093699673,0.848699748516082
5,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,30,14.25,0.0269047291608195,0.0347978108335672,0.0211070305921975,0.0288417064271681,0.0141776452427729,0.0163310833567218,0.0139535644120123,0.0109283188324445,0.00442062868369351,0.00256865001403311,0.0269,0.0347,0.021,0.0288,0.0142,0.016,0.0141,0.011,0.0044,0.0025,0.000849287282895885,0.000843280630764253,0.000589057627816645,0.0005719459958967,0.154865549136389,0.149700598802395,0.774528149947202,0.77319586277008
6,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,27,9.51,0.0257306569343065,0.0392348680516563,0.0203437535092644,0.0255026951151038,0.0170587029758562,0.0181117630544637,0.0162720522178551,0.0132604997192588,0.00436966591802358,0.0027205362156092,0.0257,0.0389,0.0203,0.0253,0.0169,0.0183,0.0163,0.0132,0.0045,0.0026,0.000737827605040468,0.00093145018723667,0.000476642348799708,0.000475085726146301,0.11243891391478,0.113043478260869,0.799547004179295,0.792626738548278
7,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,27,14.14,0.0244011228070175,0.0314624561403509,0.0179948771929824,0.0247889684210526,0.013233445614035,0.0136479578947368,0.0123978947368421,0.00947317894736842,0.00344881403508772,0.00254961403508772,0.0246,0.0316,0.0178,0.025,0.0131,0.0138,0.0124,0.0095,0.0035,0.0025,0.000869432118399571,0.000725339899510284,0.000482221653296575,0.000307295829817767,0.158775086299912,0.154394299287411,0.80244910531295,0.801699697971344
8,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,28,15.21,0.0250433305251333,0.0328889637742207,0.0191168211176635,0.0268634934007301,0.0167084807638303,0.0178814237573715,0.0158990873350182,0.0143766778994664,0.00684116821117663,0.0030882898062342,0.025,0.0328,0.019,0.027,0.0164,0.018,0.0156,0.0145,0.0066,0.0034,0.00100195599520461,0.00097841500313902,0.000759464096772032,0.000800318814024505,0.168691826577804,0.169892473118279,0.655891494649208,0.658792674541473
9,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,29,13.7,0.0264664560516708,0.0330520219039595,0.0196263830384723,0.0258007441729851,0.0164769025554619,0.0171746419545071,0.015976298792474,0.0124154591406908,0.00634327436113451,0.00366840775063184,0.0254,0.032,0.0185,0.026,0.0156,0.0171,0.0153,0.0118,0.0064,0.0035,0.00365069016002059,0.00347964353689805,0.00262913792538122,0.00304608284353121,0.138301197869084,0.147902869757174,0.676999230652302,0.676712334156036
10,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,29,18.46,0.0278271296035985,0.0333253303345515,0.0223052010120888,0.0319768625245993,0.0181575063255552,0.01983349732921,0.017286280573517,0.0147270171492831,0.00630098397526004,0.00405082935057632,0.0279,0.0333,0.0222,0.032,0.018,0.02,0.0172,0.0151,0.0064,0.0041,0.000777737197665685,0.000968345611006185,0.000937905679170463,0.000470585437495956,0.178287873898537,0.182994454713493,0.681862990860192,0.679197967052459
11,07/18/2024,07/19/2024,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,31,11.31,0.0310201937930066,0.0399879651734307,0.0269808594298553,0.0398889060525207,0.0236989889060525,0.0253587838786687,0.0232430557505968,0.0184833029068951,0.0101281982867574,0.00686301081308805,0.0308,0.0399,0.027,0.0401,0.0233,0.0255,0.0233,0.0185,0.01,0.0067,0.001412542301817,0.00130519652974929,0.000819265933708449,0.000679275490878204,0.193143946117455,0.195906432748537,0.596069801834724,0.60498958826065
1,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,26,14.9,0.0343114369912994,0.05275,0.0277036626438394,0.0376115913555992,0.0244667134437272,0.0265747965197866,0.0218069744597249,0.0211603845074375,0.0109539713724389,0.00727176536626438,0.0344,0.0526,0.0278,0.0377,0.0247,0.0266,0.0218,0.0212,0.0105,0.0071,0.00113224001679056,0.000984322372267018,0.000643320252087176,0.000469498662493309,0.151773639145735,0.151145038167938,0.65639430415821,0.664596259593963
2,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,29,17.2,0.0338142877192982,0.0512744421052631,0.0267749894736842,0.0371435228070175,0.0225031859649122,0.0241526596491228,0.0197921543859649,0.0178135017543859,0.0082650245614035,0.00553204210526315,0.0339,0.0512,0.0268,0.0371,0.0223,0.024,0.0197,0.0178,0.0082,0.0055,0.00105434946497473,0.000929359924466565,0.000539145402063401,0.000330854836312141,0.162270290432828,0.162420382165605,0.722317999772858,0.721088409423828
4,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,26,11.62,0.0336680208040483,0.0473623980882766,0.0254549198763002,0.0355331037391059,0.0254929153781276,0.0276858166994658,0.0226461765532752,0.0229925217880236,0.00897329210008434,0.00662868990722519,0.0337,0.0474,0.0254,0.0355,0.0254,0.0276,0.0225,0.0231,0.0089,0.0066,0.000875403541772038,0.00115091936494962,0.000296428444123338,0.000351434086507989,0.165267367450033,0.166123778501628,0.681317533959422,0.681159436702728
5,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,30,12.31,0.0342287678922256,0.0486230002806623,0.0280797221442604,0.0353172046028627,0.0221642576480493,0.0249255543081672,0.0190940218916643,0.0185099214145383,0.00910674992983441,0.00525465899522873,0.0341,0.0485,0.0282,0.0351,0.0224,0.025,0.0189,0.0184,0.0089,0.0054,0.000893737470774554,0.000996488278350003,0.000501652823729347,0.000502051347529021,0.114209013069406,0.114285714285714,0.68461923366044,0.689285695552825
6,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,27,19.77,0.0343717574396406,0.0517292953396968,0.0271243683323975,0.0383294918585064,0.0268093486805165,0.030134222346996,0.0241361313868613,0.0245061061201572,0.0100289023020774,0.00627567377877596,0.0343,0.0516,0.0272,0.0383,0.0271,0.03,0.024,0.0247,0.0102,0.0063,0.000879955105476754,0.000703391743717562,0.000709624217098392,0.000491658819774146,0.171280680633648,0.167682926829268,0.675269556114139,0.671497583389282
7,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,27,14.12,0.0341845754385965,0.046914498245614,0.0258618245614035,0.0369091789473684,0.0246421894736842,0.0273061754385965,0.0221983298245614,0.0209692771929824,0.00881974736842106,0.00510513684210526,0.034,0.0467,0.0259,0.0369,0.0245,0.0272,0.0222,0.0208,0.0088,0.005,0.00126238174961314,0.00118489579800347,0.000937424894110822,0.000354551050185789,0.176141386055746,0.17329093799682,0.683535347244196,0.681901276111602
8,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,28,17.21,0.0324093232238135,0.0460941027801179,0.0254585509688289,0.0381576523448469,0.0245844706543105,0.027539146307217,0.0223633108677337,0.0220897079472058,0.00918795282224094,0.00471767761864644,0.0321,0.046,0.0255,0.0385,0.0247,0.0277,0.0223,0.0223,0.0093,0.0049,0.00111238390818278,0.000844489943875991,0.000648339716317691,0.000286872651828884,0.199648150957581,0.2,0.667566387841153,0.668449223041534
9,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,29,20.21,0.0321782645324347,0.0433669615276607,0.0249227885425442,0.0370865768042684,0.0231608396517832,0.0250984414490311,0.0208401151361976,0.0191000561639988,0.00985564448188711,0.00569587194608256,0.0324,0.0436,0.0251,0.0374,0.0231,0.025,0.0205,0.0183,0.0099,0.0054,0.00117459229650992,0.000984855597012227,0.000669782650603166,0.00128544398192908,0.196139965167638,0.196825396825396,0.629697498897594,0.631970286369323
10,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,29,19.02,0.0310070705650829,0.0410116109080685,0.0241033595726735,0.0372743463592915,0.0227137334832724,0.0251840314872083,0.0196434635929153,0.0189276637615968,0.00961342423390497,0.00645126511104863,0.0313,0.041,0.0239,0.0371,0.023,0.0253,0.0196,0.019,0.0094,0.0064,0.000976245812206169,0.000826176961060077,0.000708282913036202,0.000356592407470097,0.214703597853385,0.217105263157894,0.620364046587781,0.62992125749588
11,08/30/2024,08/28/2024,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,31,27.29,0.0342004493750877,0.0465764780227496,0.0274891869119505,0.0400759724757758,0.0260293919393343,0.0291655525909282,0.0235591489959275,0.0227220053363291,0.0114426765903665,0.00782005336329167,0.0341,0.0468,0.0274,0.0401,0.0259,0.0287,0.0233,0.0228,0.0113,0.0082,0.00105264149182021,0.000910454941110636,0.000549012925628846,0.00104665365377853,0.186322468712608,0.187227866473149,0.605706971233404,0.611015498638153
2,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,7.09363,0.0193542035087719,0.0247500350877193,0.0184767859649122,0.0241709754385964,0.013400547368421,0.0139412350877192,0.0128449122807017,0.0120987368421052,0.0121412210526315,0.00993385263157894,0.0185,0.0235,0.0171,0.0236,0.0137,0.013,0.0097,0.0109,0.0091,0.0081,0.00407394785553368,0.00404315307667502,0.00359257723329228,0.00759875920780599,0.132309567897586,0.111111111111111,0.374503363413246,0.433021813631057
3,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,10.270195,0.0187421894736842,0.0252149894736842,0.0167185684210526,0.0209807719298245,0.00957917192982456,0.00845207017543859,0.00858056140350877,0.00742888421052631,0.00489055438596491,0.00276496842105263,0.0185,0.0253,0.0168,0.0212,0.0097,0.008,0.0086,0.0075,0.005,0.003,0.00118310540809289,0.00148616289238009,0.000665883408290314,0.000518022398847255,0.112020816184834,0.11340206185567,0.674430744555958,0.672354936599731
4,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,10,8.727292,0.0323181682799702,0.0334549143708116,0.0284901340282948,0.0269687639612807,0.0232068503350707,0.0226887192851824,0.0382767311988086,0.0225842516753536,0.0290552122114668,0.0195400223380491,0.0213,0.02,0.0164,0.0189,0.0153,0.0148,0.0205,0.0152,0.0199,0.0136,0.0245417114317645,0.0241858243605629,0.021902741837496,0.0369726777499277,0.0131979751155421,0.015015015015015,-0.0674860217561186,-0.071960300207138
5,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,30,13.204736,0.0244028487229862,0.0373434746000561,0.0248880016839741,0.0370033960145944,0.0165805781644681,0.0168077603143418,0.0160638506876227,0.011855655346618,0.0109575077182149,0.00863196744316587,0.0238,0.0371,0.0244,0.0371,0.0159,0.0164,0.0156,0.0114,0.0108,0.009,0.00196034010654606,0.00135240115679079,0.00142877181134334,0.0021172938703291,0.196157797669625,0.19870759289176,0.547410825640172,0.546218514442443
6,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,7,15.231687,0.171743444444444,0.171909444444444,0.163632166666666,0.166777888888888,0.183655222222222,0.187739111111111,0.230104777777777,0.185187055555555,0.188238833333333,0.145440277777777,0.1488,0.148,0.1444,0.1662,0.1795,0.187,0.202,0.1816,0.1829,0.1367,0.0712057323993693,0.0686561381532813,0.0685578319853437,0.0811115432535937,0.0251759585510645,-0.00709891150023663,-0.0844885550409224,-0.0750802159309387
7,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,27,22.250383,0.0169859929824561,0.0239392561403508,0.0172776280701754,0.023321249122807,0.00912169824561403,0.00918851929824562,0.00670868771929824,0.00565590175438596,0.00465943859649123,0.0048651649122807,0.0169,0.0243,0.0176,0.0236,0.0094,0.0092,0.0068,0.005,0.0049,0.0046,0.00175572744899986,0.00181969864400863,0.0012191318956024,0.000536819879466484,0.147882608417766,0.155131264916467,0.673055040075068,0.668831169605255
8,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,25,29.662368,0.0816241608613046,0.0796297023432552,0.0683057948068397,0.0775669411019632,0.0831788157061431,0.0846503483217226,0.113393366054464,0.0821463901203293,0.0988649303356554,0.0713013457884737,0.0588,0.0615,0.0469,0.0667,0.0671,0.0656,0.0857,0.0715,0.0837,0.0624,0.0635464068535743,0.0616506285450522,0.0581568439308737,0.0940564227259361,0.0822390872719625,0.0720941638057871,-0.131005525893349,-0.121232420206069
9,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,1,13.930808,0.438730890052356,0.434517277486911,0.438902617801047,0.439302094240837,0.472075392670157,0.47142670157068,0.463367015706806,0.483067015706806,0.420965445026178,0.374346073298429,0.4344,0.4312,0.436,0.435,0.469,0.468,0.4599,0.4807,0.4177,0.3721,0,0,0,0,0.000265154298203265,-0.00114810562571756,-0.0792057430302335,-0.0739886164665222
10,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,19.860396,0.0257644784931121,0.0394585184143941,0.0280752600506044,0.0400386280573517,0.0242098538093899,0.0249757239246555,0.0230257801518133,0.0229885015462468,0.0226139865054821,0.0173071127354512,0.0238,0.0371,0.0259,0.0353,0.018,0.0196,0.0179,0.018,0.0178,0.0144,0.00516424412283977,0.00564348455786098,0.00542244860467966,0.0110893056215282,0.175130856235761,0.174496644295302,0.306448578179963,0.367673188447952
11,10/04/2024,10/02/2024,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,31,26.75808,0.0118426485044235,0.0140738379441089,0.0100553854795674,0.0131977671675326,0.0065867855638253,0.00826393764920657,0.00714304170762533,0.00609751439404578,0.00862436455553995,0.00730460609464962,0.0118,0.0142,0.0102,0.0138,0.0063,0.0084,0.0071,0.0059,0.009,0.0073,0.000894462092524676,0.00095915545577632,0.00079586600977494,0.000903755604988648,0.134921829239138,0.138888888888888,0.23999320726024,0.234782606363296
